Date	Temp1	Temp2	Temp3	Temp4	Temp5
3/11/2003	22.01	22.48	22.48	22.48	22.48
3/11/2003	22.09	22.48	22.48	22.48	22.48
3/11/2003	22.09	22.48	22.48	22.48	22.48
3/11/2003	22.09	22.48	22.48	22.09	22.48
3/11/2003	22.09	22.48	22.48	22.09	22.48
3/11/2003	22.09	22.09	22.09	22.09	22.48
3/11/2003	22.09	22.09	22.09	22.09	22.48
3/11/2003	22.09	22.09	22.09	22.09	22.09
3/11/2003	16.76	16.76	16.76	14.09	14.09
3/11/2003	16.38	16.38	16.38	16.38	16.38
3/11/2003	17.52	17.9	17.9	18.28	18.66
3/11/2003	24.4	21.71	19.42	24.01	20.19
3/11/2003	23.63	22.09	19.81	25.95	20.95
3/11/2003	24.4	22.86	20.95	25.95	22.09
3/11/2003	24.79	23.63	21.71	26.34	23.63
3/11/2003	25.17	24.4	22.48	26.73	24.01
3/11/2003	24.4	24.79	24.01	27.12	24.79
3/11/2003	24.79	25.17	24.4	27.12	25.56
3/11/2003	25.95	25.17	23.63	27.12	25.17
3/11/2003	25.95	25.17	23.24	27.12	24.79
3/11/2003	25.95	24.79	22.86	27.12	24.4
3/11/2003	26.34	24.79	22.86	27.52	24.4
3/11/2003	26.34	24.79	22.86	27.52	24.4
3/11/2003	23.63	23.63	24.01	27.91	23.24
3/12/2003	24.01	24.01	23.63	27.91	22.09
3/12/2003	23.24	23.63	24.01	28.31	22.86
3/12/2003	25.17	24.4	23.24	28.31	21.33
3/12/2003	25.56	24.01	22.86	27.91	21.33
3/12/2003	25.56	23.63	22.86	27.91	20.57
3/12/2003	25.56	23.24	22.48	27.91	19.81
3/12/2003	25.95	24.01	22.86	27.91	20.19
3/12/2003	25.95	24.01	23.24	27.91	21.71
3/12/2003	26.34	24.01	23.24	28.31	21.33
3/12/2003	25.95	24.4	23.63	28.31	21.33
3/12/2003	25.95	24.01	22.09	28.7	22.48
3/12/2003	26.34	24.4	22.48	29.1	22.86
3/12/2003	24.01	23.24	22.09	28.31	21.71
3/12/2003	24.4	23.63	22.48	29.1	22.48
3/12/2003	24.01	24.01	22.86	29.1	22.86
3/12/2003	24.4	24.01	23.24	29.5	22.86
3/12/2003	24.4	24.4	23.24	29.9	23.24
3/12/2003	24.4	24.4	23.24	29.9	22.86
3/12/2003	24.4	24.4	23.24	29.9	23.24
3/12/2003	24.4	24.4	23.24	30.31	22.86
3/12/2003	24.4	24.01	23.24	30.31	22.86
3/12/2003	24.4	24.01	23.24	30.31	22.48
3/12/2003	24.4	24.01	22.09	30.31	21.33
3/12/2003	24.01	24.79	24.4	29.9	23.24
3/13/2003	23.63	24.4	24.01	29.5	22.86
3/13/2003	23.63	24.4	23.63	29.5	22.48
3/13/2003	23.24	24.01	23.63	29.5	22.09
3/13/2003	22.86	24.01	23.24	29.5	21.71
3/13/2003	22.86	23.63	22.86	29.5	21.33
3/13/2003	22.48	23.63	22.48	29.5	20.95
3/13/2003	22.48	23.63	22.09	29.1	20.19
3/13/2003	22.09	20.95	19.81	29.1	20.19
3/13/2003	22.09	17.52	15.23	28.31	16
3/13/2003	22.09	17.14	14.09	27.91	16
3/13/2003	22.09	17.52	14.47	28.7	16.38
3/13/2003	22.09	17.9	14.85	29.1	16.76
3/13/2003	22.48	19.04	16.38	29.1	17.52
3/13/2003	22.86	20.19	17.52	29.1	18.66
3/13/2003	23.24	21.33	19.04	29.1	20.19
3/13/2003	23.63	22.09	20.19	29.5	20.95
3/13/2003	24.01	22.86	21.33	29.5	22.09
3/13/2003	24.01	22.86	21.71	29.5	22.09
3/13/2003	24.4	24.4	22.48	29.1	23.24
3/13/2003	23.24	22.86	22.48	29.1	22.48
3/13/2003	22.86	22.09	22.09	29.5	22.09
3/13/2003	22.48	22.09	21.33	29.1	21.71
3/13/2003	22.48	21.33	21.33	29.1	21.33
3/13/2003	22.48	20.57	20.57	29.1	20.57
3/14/2003	22.48	19.42	18.66	29.1	17.9
3/14/2003	22.86	19.04	18.28	29.1	17.9
3/14/2003	22.86	18.66	18.28	29.5	17.52
3/14/2003	22.48	18.28	18.28	29.9	17.14
3/14/2003	22.48	18.28	17.9	30.31	16.76
3/14/2003	22.09	18.28	17.52	30.31	16.38
3/14/2003	22.09	17.52	17.14	30.31	16
3/14/2003	22.48	18.28	16.76	29.9	15.62
3/14/2003	22.09	18.66	17.52	30.31	16.38
3/14/2003	22.86	19.42	17.9	30.31	17.52
3/14/2003	23.24	20.95	19.42	31.12	19.04
3/14/2003	23.63	22.09	20.95	30.31	20.95
3/14/2003	24.4	22.86	22.09	30.31	22.48
3/14/2003	24.4	23.63	23.24	29.9	23.24
3/14/2003	24.01	25.17	23.63	29.5	24.01
3/14/2003	24.01	24.4	24.4	29.5	25.17
3/14/2003	24.4	24.79	25.17	29.5	25.56
3/14/2003	24.4	25.17	25.17	29.5	25.95
3/14/2003	24.01	25.17	25.17	29.5	25.95
3/14/2003	23.63	24.79	24.79	29.5	25.56
3/14/2003	23.24	24.4	24.4	29.5	25.17
3/14/2003	22.86	24.4	24.4	29.5	25.17
3/14/2003	22.48	24.01	24.4	29.5	24.79
3/14/2003	22.09	23.63	23.63	29.1	24.4
3/15/2003	22.09	23.63	23.63	29.1	24.01
3/15/2003	21.71	22.48	22.86	29.1	22.48
3/15/2003	20.95	22.48	22.86	28.7	23.24
3/15/2003	20.19	22.09	22.48	28.7	23.24
3/15/2003	20.19	21.71	22.09	28.7	22.48
3/15/2003	20.19	21.71	21.71	28.7	22.48
3/15/2003	19.81	21.71	21.71	28.31	22.09
3/15/2003	20.57	21.33	20.95	28.31	20.95
3/15/2003	21.33	22.09	20.57	28.31	20.95
3/15/2003	21.71	22.86	21.33	28.31	21.71
3/15/2003	22.48	24.01	22.86	28.31	22.86
3/15/2003	23.63	24.79	24.01	27.91	24.01
3/15/2003	24.4	25.17	24.79	28.31	25.17
3/15/2003	25.17	25.95	25.56	28.31	25.95
3/15/2003	25.56	26.34	25.95	27.91	26.34
3/15/2003	25.56	26.73	26.73	28.7	27.12
3/15/2003	25.56	26.73	26.73	28.7	27.12
3/15/2003	25.56	26.73	26.73	29.1	27.12
3/15/2003	25.17	26.73	26.34	29.1	26.73
3/15/2003	25.17	27.12	26.73	27.12	26.34
3/15/2003	24.79	26.73	26.34	27.12	26.34
3/15/2003	24.4	26.34	26.34	26.73	25.95
3/15/2003	24.4	25.95	25.95	26.73	25.95
3/15/2003	24.01	25.95	25.95	26.73	25.56
3/16/2003	24.01	25.56	25.56	26.34	25.17
3/16/2003	24.01	25.56	25.56	26.34	25.17
3/16/2003	23.63	25.17	25.17	26.34	24.79
3/16/2003	23.63	25.17	25.17	25.95	24.4
3/16/2003	23.63	25.17	24.79	25.95	24.4
3/16/2003	23.24	24.79	24.79	25.95	24.01
3/16/2003	23.24	24.4	24.4	25.56	23.63
3/16/2003	22.86	24.4	24.4	25.56	23.24
3/16/2003	22.48	24.4	24.01	25.56	22.86
3/16/2003	22.48	24.01	23.63	25.56	22.86
3/16/2003	22.48	24.01	23.63	25.17	22.86
3/16/2003	22.48	24.01	23.63	25.17	22.48
3/16/2003	22.48	23.63	23.63	25.17	22.48
3/16/2003	22.48	23.63	23.63	25.17	22.48
3/16/2003	22.48	23.63	23.63	25.17	22.86
3/16/2003	22.48	23.63	23.63	24.79	22.86
3/16/2003	22.48	23.63	23.63	24.79	23.24
3/16/2003	22.48	23.63	23.63	24.79	23.24
3/16/2003	22.48	23.63	24.01	24.79	23.63
3/16/2003	22.48	23.63	23.63	24.79	23.63
3/16/2003	22.48	23.24	23.63	24.4	23.24
3/16/2003	22.09	23.24	23.63	24.4	23.24
3/16/2003	22.09	23.24	23.63	24.4	23.24
3/16/2003	22.09	23.24	23.24	24.4	22.86
3/17/2003	22.09	22.86	23.24	24.4	22.86
3/17/2003	22.09	22.86	23.24	24.01	22.48
3/17/2003	21.71	22.86	22.86	24.01	22.48
3/17/2003	21.71	22.86	22.86	24.01	22.48
3/17/2003	21.71	22.48	22.86	24.01	22.09
3/17/2003	21.71	22.48	22.48	24.01	22.09
3/17/2003	21.71	22.48	22.48	23.63	22.09
3/17/2003	20.19	22.09	22.48	23.63	21.71
3/17/2003	19.81	21.33	22.48	23.24	22.86
3/17/2003	20.95	22.09	22.86	23.63	22.86
3/17/2003	21.33	22.86	23.24	24.01	24.01
3/17/2003	22.09	23.24	22.86	24.79	24.4
3/17/2003	22.86	24.4	24.01	23.63	25.17
3/17/2003	23.24	24.79	24.79	23.63	25.56
3/17/2003	22.86	24.4	24.4	23.24	25.17
3/17/2003	23.24	25.17	24.79	23.24	25.95
3/17/2003	24.01	25.56	24.79	25.17	26.34
3/17/2003	24.01	25.17	24.79	25.56	26.34
3/17/2003	20.95	24.79	25.17	25.95	25.56
3/17/2003	21.71	25.17	25.56	24.79	25.17
3/17/2003	20.57	23.24	25.17	23.24	25.95
3/17/2003	20.19	23.63	24.79	25.56	24.79
3/17/2003	19.42	22.86	25.17	25.17	25.95
3/17/2003	19.81	22.86	24.79	25.17	24.79
3/18/2003	19.42	22.86	24.79	25.17	24.79
3/18/2003	19.42	22.86	24.79	25.17	24.79
3/18/2003	20.19	22.86	24.79	25.17	24.79
3/18/2003	19.81	22.86	24.79	25.17	24.4
3/18/2003	19.04	22.48	24.79	25.17	24.01
3/18/2003	19.42	22.48	24.79	25.17	24.01
3/18/2003	19.42	22.48	24.79	25.17	24.4
3/18/2003	20.95	22.86	23.63	25.17	24.01
3/18/2003	21.71	22.86	23.24	25.17	23.63
3/18/2003	21.33	23.24	23.24	25.17	23.63
3/18/2003	20.19	23.24	23.24	25.17	23.63
3/18/2003	20.57	22.86	23.63	25.17	23.63
3/18/2003	23.24	23.63	22.48	24.79	22.86
3/18/2003	23.63	23.63	22.09	24.4	22.86
3/18/2003	23.63	23.24	22.09	24.79	22.48
3/18/2003	23.63	23.24	22.09	25.17	22.09
3/18/2003	23.63	23.24	21.71	24.79	21.71
3/18/2003	23.24	24.01	22.09	24.4	22.86
3/18/2003	22.48	23.63	22.48	24.4	22.09
3/18/2003	20.19	23.24	22.48	24.4	21.71
3/18/2003	21.33	22.48	22.86	24.4	23.24
3/18/2003	21.71	22.86	22.48	24.4	22.48
3/18/2003	21.71	22.86	22.86	24.79	22.86
3/18/2003	21.71	23.24	22.86	24.4	22.86
3/19/2003	22.09	23.24	23.24	24.79	22.86
3/19/2003	22.09	23.24	23.24	24.4	23.24
3/19/2003	21.71	23.24	23.24	24.4	22.48
3/19/2003	21.71	22.86	22.86	24.4	22.86
3/19/2003	21.71	23.24	22.86	24.4	22.86
3/19/2003	21.71	23.24	23.63	24.4	24.01
3/19/2003	21.71	22.48	22.86	23.63	21.71
3/19/2003	23.63	22.09	22.86	22.86	22.09
3/19/2003	23.63	21.71	22.09	22.09	21.71
3/19/2003	23.24	21.33	21.71	22.09	21.33
3/19/2003	23.63	21.33	22.09	24.01	20.95
3/19/2003	24.79	21.33	22.48	24.4	23.24
3/19/2003	24.79	21.33	22.86	24.4	23.63
3/19/2003	25.17	21.33	23.24	24.79	23.63
3/19/2003	24.79	21.33	22.48	24.79	22.09
3/19/2003	24.4	21.33	22.09	24.79	22.09
3/19/2003	24.4	20.95	21.71	24.79	21.71
3/19/2003	24.4	20.95	21.71	24.79	22.09
3/19/2003	24.4	20.95	21.71	25.17	22.09
3/19/2003	23.63	20.95	22.09	25.56	21.33
3/19/2003	23.63	19.81	21.71	25.17	21.71
3/19/2003	23.63	19.81	21.33	25.17	21.71
3/19/2003	23.63	19.81	21.33	25.56	21.71
3/19/2003	23.63	19.42	21.33	25.56	21.33
3/20/2003	23.63	19.42	20.95	25.56	21.33
3/20/2003	23.63	19.81	20.95	25.56	20.57
3/20/2003	23.24	19.42	20.57	25.56	20.57
3/20/2003	23.63	19.42	20.57	25.56	20.57
3/20/2003	23.24	19.42	20.19	25.56	20.57
3/20/2003	23.24	19.04	20.19	25.56	20.19
3/20/2003	23.24	19.04	20.19	25.56	20.19
3/20/2003	22.86	19.42	19.81	25.56	20.19
3/20/2003	23.24	19.42	20.57	25.17	20.95
3/20/2003	23.24	19.42	20.95	25.17	20.95
3/20/2003	23.63	19.42	21.33	25.56	21.71
3/20/2003	23.63	19.42	21.71	25.56	21.71
3/20/2003	23.63	19.42	22.09	25.17	22.09
3/20/2003	23.63	19.81	22.09	25.17	22.09
3/20/2003	23.63	19.81	22.48	25.56	22.48
3/20/2003	24.01	20.57	22.86	25.56	22.86
3/20/2003	24.4	20.57	23.24	25.56	23.24
3/20/2003	24.4	20.95	23.63	25.56	23.24
3/20/2003	24.79	21.33	23.63	25.56	23.63
3/20/2003	24.4	20.95	23.24	25.95	22.86
3/20/2003	24.4	20.57	23.24	25.95	22.48
3/20/2003	24.4	20.95	22.86	25.95	22.09
3/20/2003	24.01	20.95	22.86	25.56	21.71
3/20/2003	24.01	20.19	22.48	25.56	22.09
3/21/2003	23.63	19.81	22.09	25.56	21.71
3/21/2003	23.63	19.81	22.09	25.56	21.71
3/21/2003	23.63	19.04	21.71	25.56	20.95
3/21/2003	23.24	19.04	21.33	25.56	20.95
3/21/2003	23.24	19.42	21.33	25.17	20.19
3/21/2003	23.24	18.66	20.95	25.17	20.19
3/21/2003	22.86	18.28	20.57	25.17	20.19
3/21/2003	22.86	18.28	20.95	25.17	19.81
3/21/2003	22.48	18.66	20.57	25.17	19.81
3/21/2003	23.24	20.19	20.95	25.17	20.57
3/21/2003	23.24	20.57	21.71	25.17	21.33
3/21/2003	23.63	20.95	21.71	25.17	21.33
3/21/2003	24.01	21.33	22.09	25.17	22.09
3/21/2003	23.63	21.71	22.48	25.56	22.09
3/21/2003	24.01	22.09	22.86	25.95	22.86
3/21/2003	24.79	22.09	23.24	25.17	23.24
3/21/2003	25.17	22.48	23.63	25.17	23.63
3/21/2003	24.4	22.48	24.01	24.01	24.01
3/21/2003	24.79	22.86	24.01	25.95	24.4
3/21/2003	24.79	22.86	23.63	25.95	24.01
3/21/2003	24.79	22.86	24.01	26.34	24.01
3/21/2003	24.79	22.86	24.01	26.34	23.63
3/21/2003	24.01	22.48	23.63	26.34	23.63
3/21/2003	23.63	24.01	24.01	27.12	23.24
3/22/2003	22.86	23.63	23.63	27.52	22.48
3/22/2003	22.48	23.24	23.63	27.52	22.09
3/22/2003	22.09	22.86	23.24	27.52	21.71
3/22/2003	22.09	22.86	22.86	27.52	21.71
3/22/2003	22.09	22.86	22.48	27.52	21.33
3/22/2003	21.71	22.48	22.48	27.52	20.95
3/22/2003	21.71	22.48	22.09	27.52	20.57
3/22/2003	21.71	22.48	22.09	27.91	20.19
3/22/2003	22.86	20.95	20.57	26.73	19.81
3/22/2003	23.63	21.33	20.57	27.12	20.19
3/22/2003	20.19	21.71	22.09	28.31	21.71
3/22/2003	20.95	22.48	22.48	28.31	20.95
3/22/2003	22.48	22.86	23.24	28.7	22.09
3/22/2003	22.09	23.24	24.01	28.31	23.24
3/22/2003	22.48	23.24	24.01	27.52	22.86
3/22/2003	22.09	23.24	23.63	27.12	22.48
3/22/2003	22.09	22.86	23.24	26.73	22.48
3/22/2003	21.71	22.86	23.24	26.34	22.48
3/22/2003	21.71	22.86	23.24	25.95	22.48
3/22/2003	21.71	22.48	23.24	25.95	22.48
3/22/2003	21.71	22.48	22.86	25.56	22.09
3/22/2003	21.71	22.48	22.48	25.17	22.09
3/22/2003	21.33	22.09	22.48	25.17	21.71
3/22/2003	21.33	22.09	22.09	25.17	21.71
3/23/2003	21.33	22.09	22.09	26.34	21.33
3/23/2003	21.33	22.09	22.09	26.34	21.33
3/23/2003	21.33	22.09	22.09	26.73	20.95
3/23/2003	21.33	22.09	21.71	26.73	20.95
3/23/2003	21.33	22.09	21.71	26.73	20.57
3/23/2003	20.95	21.71	21.33	26.73	20.19
3/23/2003	20.95	21.71	20.95	26.73	19.81
3/23/2003	20.95	21.71	20.95	27.12	19.81
3/23/2003	20.57	21.71	20.57	27.12	19.42
3/23/2003	20.95	21.71	20.57	27.12	19.42
3/23/2003	20.57	21.71	20.57	27.52	19.42
3/23/2003	20.95	21.33	20.57	27.52	19.42
3/23/2003	20.57	21.33	20.57	26.73	19.04
3/23/2003	20.57	21.33	20.57	26.34	19.42
3/23/2003	20.57	20.95	20.57	25.56	19.42
3/23/2003	20.57	20.95	20.57	25.56	19.81
3/23/2003	20.57	20.95	20.57	25.17	20.19
3/23/2003	20.57	20.95	20.95	25.17	20.19
3/23/2003	20.57	20.95	20.95	25.17	20.19
3/23/2003	20.57	20.95	20.95	24.79	20.19
3/23/2003	20.57	20.95	20.95	24.79	20.19
3/23/2003	20.57	20.95	20.57	24.79	20.19
3/23/2003	20.57	20.95	20.57	24.4	20.19
3/23/2003	20.57	20.95	20.57	24.4	20.19
3/24/2003	20.57	20.95	20.57	24.4	20.19
3/24/2003	20.57	20.57	20.19	24.01	19.81
3/24/2003	20.19	20.57	20.19	24.01	19.42
3/24/2003	20.19	20.57	20.19	23.63	19.42
3/24/2003	20.19	20.57	19.81	25.17	19.04
3/24/2003	20.19	20.57	20.19	25.56	19.04
3/24/2003	20.19	20.57	19.81	25.95	19.04
3/24/2003	20.19	20.57	19.81	25.95	18.28
3/24/2003	18.28	19.04	19.81	26.34	18.28
3/24/2003	18.28	18.66	19.81	26.34	17.9
3/24/2003	18.66	18.66	19.81	26.34	17.14
3/24/2003	19.42	18.66	19.81	26.73	16.38
3/24/2003	20.19	18.66	19.04	26.34	17.9
3/24/2003	21.71	20.19	20.57	26.34	20.19
3/24/2003	22.09	21.33	21.33	25.95	20.95
3/24/2003	22.86	21.71	22.09	25.95	22.48
3/24/2003	22.86	22.09	22.09	25.56	22.48
3/24/2003	23.24	22.09	22.48	25.56	22.09
3/24/2003	23.24	21.71	22.48	24.79	21.71
3/24/2003	23.24	21.33	22.09	25.56	20.95
3/24/2003	22.86	20.19	22.09	25.17	22.09
3/24/2003	22.48	19.81	22.09	24.4	22.09
3/24/2003	22.48	19.81	22.09	25.17	22.48
3/24/2003	22.48	19.42	21.71	25.17	22.48
3/25/2003	22.48	19.42	21.71	25.56	22.09
3/25/2003	22.09	19.42	21.33	25.56	21.71
3/25/2003	22.09	18.66	20.95	25.17	22.09
3/25/2003	22.09	19.04	21.33	25.17	21.71
3/25/2003	22.09	20.95	22.09	24.79	22.48
3/25/2003	21.71	21.33	22.48	24.79	22.86
3/25/2003	22.09	21.71	21.71	24.01	22.86
3/25/2003	21.71	21.71	22.09	24.4	20.95
3/25/2003	20.95	21.71	22.86	25.17	20.95
3/25/2003	21.33	22.09	23.24	25.17	21.33
3/25/2003	21.33	21.33	23.24	25.17	20.95
3/25/2003	21.71	21.71	23.24	25.17	21.33
3/25/2003	21.33	21.71	23.24	25.56	22.48
3/25/2003	21.33	21.33	23.24	25.56	22.48
3/25/2003	21.71	21.71	23.63	25.56	22.86
3/25/2003	22.09	22.48	23.63	26.34	23.24
3/25/2003	22.09	22.86	24.01	26.73	23.63
3/25/2003	22.48	23.24	24.01	27.12	23.63
3/25/2003	22.48	23.24	24.4	27.12	23.63
3/25/2003	22.09	22.86	24.01	27.12	23.63
3/25/2003	20.95	22.09	23.63	27.52	23.63
3/25/2003	20.95	22.09	23.63	27.52	23.63
3/25/2003	20.19	22.09	23.24	27.52	23.24
3/25/2003	19.81	22.09	22.86	27.91	23.24
3/26/2003	19.42	21.71	22.86	27.91	23.24
3/26/2003	19.04	21.33	22.48	27.91	22.48
3/26/2003	18.28	20.95	22.48	27.91	22.48
3/26/2003	20.95	20.57	21.71	27.91	20.57
3/26/2003	22.48	20.95	22.09	27.52	19.81
3/26/2003	22.48	21.33	22.48	27.52	20.19
3/26/2003	22.48	21.33	22.48	27.52	20.57
3/26/2003	22.09	21.71	22.86	27.52	21.33
3/26/2003	22.09	22.09	23.24	27.12	21.33
3/26/2003	22.09	22.48	23.63	26.73	21.71
3/26/2003	22.09	23.24	24.01	26.34	21.71
3/26/2003	22.09	23.63	24.4	26.34	22.09
3/26/2003	22.86	23.63	24.79	26.34	22.86
3/26/2003	23.63	24.01	25.17	26.34	23.24
3/26/2003	24.4	24.4	25.17	26.34	24.01
3/26/2003	23.24	24.4	25.56	26.34	24.79
3/26/2003	23.24	24.4	25.95	26.34	25.17
3/26/2003	23.24	24.79	26.34	26.34	25.95
3/26/2003	22.86	24.79	26.34	25.17	25.56
3/26/2003	22.09	24.4	26.34	24.79	25.56
3/26/2003	21.71	24.01	25.95	24.01	25.17
3/26/2003	20.95	23.63	25.56	23.63	25.17
3/26/2003	21.33	24.01	25.56	25.17	24.79
3/26/2003	21.33	23.63	25.17	25.56	24.4
3/27/2003	20.95	23.63	25.17	25.95	24.4
3/27/2003	20.57	23.63	25.17	25.95	24.01
3/27/2003	20.57	23.24	24.79	25.95	24.01
3/27/2003	19.81	22.48	24.79	25.95	22.86
3/27/2003	19.42	22.48	24.4	25.95	23.63
3/27/2003	19.42	22.09	24.4	25.56	23.24
3/27/2003	19.04	21.71	24.01	25.56	23.24
3/27/2003	18.28	21.33	24.01	25.56	22.86
3/27/2003	19.42	20.95	23.63	25.17	20.57
3/27/2003	19.04	21.71	23.63	24.79	20.95
3/27/2003	19.81	21.71	23.24	25.17	22.09
3/27/2003	19.81	22.09	23.24	24.4	22.48
3/27/2003	19.81	21.71	23.24	24.01	22.48
3/27/2003	19.42	21.71	22.48	24.79	22.48
3/27/2003	19.04	20.95	22.48	25.56	22.48
3/27/2003	20.19	21.71	22.86	25.56	22.09
3/27/2003	20.57	22.48	24.01	25.95	22.86
3/27/2003	23.24	22.48	24.4	25.56	22.86
3/27/2003	23.63	22.86	24.79	25.56	23.24
3/27/2003	24.01	23.24	25.17	25.56	23.63
3/27/2003	24.01	23.24	25.56	25.56	23.63
3/27/2003	24.01	23.24	25.17	25.56	23.24
3/27/2003	24.4	23.24	25.17	25.56	23.63
3/27/2003	24.4	23.24	25.17	25.56	23.24
3/28/2003	24.01	23.24	25.17	25.56	23.24
3/28/2003	24.4	23.63	25.17	25.95	23.24
3/28/2003	24.4	23.63	25.17	25.56	23.24
3/28/2003	24.4	23.63	25.17	25.56	23.24
3/28/2003	24.01	23.24	25.17	25.17	23.24
3/28/2003	24.01	23.24	24.79	25.17	23.24
3/28/2003	24.01	22.86	24.79	25.17	22.86
3/28/2003	24.01	22.86	24.4	25.17	22.48
3/28/2003	23.63	22.86	24.4	25.17	22.48
3/28/2003	23.63	22.48	24.4	25.17	22.48
3/28/2003	23.63	22.48	24.4	24.79	22.48
3/28/2003	23.63	22.86	24.79	25.17	23.24
3/28/2003	23.63	23.24	24.79	24.79	23.24
3/28/2003	24.01	23.63	25.17	24.79	23.63
3/28/2003	24.4	24.01	25.56	24.4	24.01
3/28/2003	24.79	24.79	25.56	25.17	24.4
3/28/2003	25.17	25.17	25.95	25.17	24.4
3/28/2003	25.17	25.56	26.34	25.17	25.17
3/28/2003	25.56	25.56	26.34	25.17	25.17
3/28/2003	25.95	25.56	26.34	25.56	24.79
3/28/2003	25.95	25.56	26.73	25.56	24.4
3/28/2003	25.95	25.56	26.34	25.56	24.79
3/28/2003	25.56	25.17	25.95	25.95	24.01
3/28/2003	25.56	25.17	25.56	25.95	24.01
3/29/2003	25.56	24.4	25.56	25.95	24.01
3/29/2003	25.17	24.4	25.56	25.95	24.01
3/29/2003	24.79	24.01	25.17	25.56	23.24
3/29/2003	24.79	23.63	24.79	25.56	23.24
3/29/2003	24.4	23.24	24.4	25.56	22.86
3/29/2003	24.4	23.24	24.4	25.56	22.48
3/29/2003	24.01	23.24	24.4	25.17	22.48
3/29/2003	24.01	22.86	24.01	25.17	22.48
3/29/2003	23.63	20.19	24.01	25.17	22.48
3/29/2003	23.24	20.19	23.24	24.79	21.71
3/29/2003	22.48	22.09	22.86	24.4	20.57
3/29/2003	22.48	22.09	22.86	24.01	22.09
3/29/2003	22.09	22.09	22.48	23.63	22.48
3/29/2003	22.48	22.09	22.86	23.63	22.48
3/29/2003	23.24	22.86	23.24	24.4	22.86
3/29/2003	23.24	23.24	23.63	24.4	23.24
3/29/2003	23.63	23.63	24.01	24.4	23.24
3/29/2003	23.63	24.01	24.4	24.4	23.63
3/29/2003	24.01	24.01	24.4	24.79	23.24
3/29/2003	24.01	23.63	24.4	24.4	23.24
3/29/2003	24.01	23.63	24.4	24.4	22.86
3/29/2003	24.01	23.63	24.4	24.79	23.24
3/29/2003	23.63	23.24	24.4	24.4	23.24
3/29/2003	23.63	23.24	24.01	24.79	23.24
3/30/2003	23.24	22.86	24.01	24.4	23.63
3/30/2003	23.24	22.48	23.63	24.4	22.86
3/30/2003	22.86	22.09	23.24	24.4	22.86
3/30/2003	22.48	21.71	23.24	24.01	22.48
3/30/2003	22.09	21.33	22.48	24.01	22.48
3/30/2003	19.04	21.71	21.71	24.4	21.33
3/30/2003	19.04	21.71	21.71	24.4	20.19
3/30/2003	18.66	21.33	21.33	24.4	19.42
3/30/2003	18.28	21.33	20.95	24.4	18.66
3/30/2003	17.14	21.33	20.57	24.4	18.66
3/30/2003	18.28	20.57	20.19	24.79	18.28
3/30/2003	18.28	20.95	20.19	24.79	18.28
3/30/2003	18.28	20.57	19.81	24.79	17.9
3/30/2003	18.28	20.57	19.81	24.79	17.9
3/30/2003	18.28	20.57	19.42	25.17	17.9
3/30/2003	18.28	20.57	19.42	25.17	18.28
3/30/2003	18.66	20.57	19.81	25.17	18.28
3/30/2003	18.66	20.57	19.81	25.17	18.66
3/30/2003	18.66	20.57	20.19	25.17	19.04
3/30/2003	18.66	20.19	19.81	25.17	18.66
3/30/2003	18.66	20.19	19.81	25.17	18.66
3/30/2003	18.66	20.19	19.81	25.56	18.66
3/30/2003	18.66	20.19	19.42	25.56	18.28
3/30/2003	18.66	20.19	19.42	25.56	18.28
3/31/2003	18.66	19.81	19.42	25.56	18.28
3/31/2003	18.66	19.81	19.04	25.56	17.9
3/31/2003	18.66	19.81	18.66	25.56	17.52
3/31/2003	18.28	19.42	18.66	25.56	17.52
3/31/2003	18.28	19.42	18.28	25.56	17.14
3/31/2003	18.28	19.42	18.28	25.56	17.14
3/31/2003	18.28	19.42	17.9	25.17	16.76
3/31/2003	19.42	19.42	17.9	24.4	19.04
3/31/2003	21.33	20.57	20.19	24.79	21.33
3/31/2003	22.48	22.09	21.71	25.17	22.09
3/31/2003	23.63	23.24	23.24	26.34	23.63
3/31/2003	24.4	24.01	24.01	25.56	24.79
3/31/2003	24.79	24.79	24.79	25.56	25.56
3/31/2003	25.17	25.17	25.56	24.79	25.95
3/31/2003	24.01	25.17	25.56	25.17	25.95
3/31/2003	24.4	25.17	25.56	25.17	26.34
3/31/2003	24.4	25.17	25.95	25.17	26.34
3/31/2003	24.79	25.56	25.95	25.17	26.34
3/31/2003	24.79	25.56	25.95	25.17	26.34
3/31/2003	24.4	25.56	25.95	25.56	25.95
3/31/2003	24.01	25.17	25.17	25.56	25.56
3/31/2003	23.63	25.17	25.17	25.95	25.56
3/31/2003	23.63	25.17	25.17	25.95	25.95
3/31/2003	22.48	25.17	24.4	26.34	25.17
4/1/2003	22.09	25.17	24.01	26.34	24.79
4/1/2003	21.33	24.01	23.24	26.34	24.4
4/1/2003	20.95	23.63	23.24	26.34	24.79
4/1/2003	20.19	23.24	22.48	26.34	24.4
4/1/2003	20.19	23.24	22.48	27.12	24.01
4/1/2003	20.19	23.24	22.86	27.12	24.4
4/1/2003	19.81	23.24	22.48	27.52	24.01
4/1/2003	19.42	22.48	22.48	27.52	24.01
4/1/2003	19.81	22.48	22.48	27.12	24.01
4/1/2003	20.95	23.24	22.86	27.12	24.01
4/1/2003	22.09	23.63	24.01	27.12	25.17
4/1/2003	23.24	24.79	25.17	26.73	25.56
4/1/2003	24.4	25.56	25.56	26.73	26.34
